SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-0.7935954176775724,0.5038140306958415,-0.5547353276627643,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,-1.0789228546182041,1.4982644149943818,-0.7135128515845537,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0.5515196421854057,0.4772066625540746,0.576626220604068,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,-0.712073292837392,1.213898167979247,-0.3232969029632068,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
1,0.429236454925135,0.9794207362299259,0.7351611003520397,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
0,0.26619220524477405,-0.5006141166558613,-0.139240267841866,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,-0.46750691831685043,-0.15970721233947216,-0.4635011183073154,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0.9998913288063985,-0.3692402364558869,0.4011283072501145,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0.8368470791260375,0.9511504075792986,1.1406195148013882,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
0,-0.5897901055771212,0.7665617910957905,-0.3468775049460344,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,-1.2827281667186554,-0.15638129132175124,-0.9823184790520344,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.0406523912264887,-0.12644800216226346,0.5258694711536598,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,1.570546202687662,1.3036980354577106,2.2617900077678783,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
0,0.10314795556441304,1.144053826607109,0.5493618388914628,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
0,-1.201206041878475,0.6933915287059312,-0.8955842161928408,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.22543114282468377,1.3303054035994775,0.70608791661643,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
0,0.10314795556441304,0.1429516002731273,0.08972759799700236,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0
0,-1.0381617921981139,0.8513727770476726,-0.7470418646939063,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,0.592280704605496,0.3192254142123333,0.5397884233062925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,-0.7528343552574821,-0.47899563004067547,-0.67116041397274,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.5082679807369407,-0.1613701728483325,-0.45326594588446045,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.3667408905872107,0.6784248841261872,1.4345057264171153,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0,-0.712073292837392,-1.510031145534145,-0.8584817161599915,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,0.38847539250504476,-1.466794172303774,-0.6363078871880181,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,-0.6305511679972114,0.4672288995009121,-0.41373700411343417,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.18467008040459354,1.3186646800374546,0.6578899602717356,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
0,-0.8343564800976626,-0.5139178007267448,-0.7390125483966666,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.8368470791260375,0.9777577757210655,1.1387445370946152,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
0,1.1221745160666692,-1.325442529050637,-0.34487017587172447,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-0.5897901055771212,-1.3071499634531722,-0.8024529705693627,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-1.2827281667186554,0.3341920587920773,-0.9758112034814693,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.201206041878475,0.17621081045033601,-0.9231794763242883,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.9566396673579334,0.15126640281742948,-0.7567476316466136,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,-1.2827281667186554,0.5121288332401437,-0.9734509374270609,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0.9591302663863083,0.9411726445261361,1.3090366299921166,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
0,-0.6305511679972114,0.1379627187465458,-0.5016624292804601,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.8751175425177529,0.04982581177694256,-0.6820352846720235,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
0,-1.0381617921981139,0.1562552843440105,-0.778850310025279,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.4890240778474815,-1.4850867379012387,-0.3856343970730952,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.5490290431570309,0.7033692917590937,-0.3327820843033526,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,-1.201206041878475,0.513791793749004,-0.8985400634011653,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0.8776081415461278,-1.4784348958657971,-0.5277135901239769,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1.2036966409068497,-1.3670165417721478,-0.3705683997351428,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,-0.34522373105657966,0.8546986980653932,-0.0018595483385449366,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,1.2036966409068497,0.18618857350349852,0.8883798668372784,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
0,-0.6305511679972114,0.029870285670617534,-0.5186254628864418,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.9566396673579334,-1.3387462131215204,-0.9249882783472928,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1.2852187657470302,0.14627752129084798,0.9533643882979054,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,-1.2419671042985652,0.36745126896928604,-0.9456130331217959,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.2827281667186554,-0.6319879968558355,-0.9886272275712943,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.6713122304173017,-0.4956252351292798,-0.651418001648483,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,1.6113072651077522,-1.3370832526126601,-0.20148952770672987,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.1006573565360382,0.8497098165388122,0.23553468790017382,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.6738028294456765,1.1972685628906428,1.1296564098570805,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,1.1629355784867594,0.34915870337182087,1.0775761467313032,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0.592280704605496,0.7432803439717443,0.7635284101274524,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,-0.5082679807369407,-0.015029648068614022,-0.39183285278607427,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.06238689314432279,0.4472733733945866,0.12244044433987733,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1.5297851402675717,-1.3354202921037994,-0.265084359808219,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0.8776081415461278,1.3635646137766861,1.5616953906200932,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
1,1.1629355784867594,1.1124575769387606,1.6675323675271156,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
0,-1.201206041878475,0.40237343965535505,-0.9080914204250795,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.7935954176775724,-1.510031145534145,-0.8896504632149356,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,-0.6713122304173017,1.0409502750577622,-0.3342158907850025,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.201206041878475,-0.2046071460787037,-0.9344734596874386,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,-0.3044626686364894,-1.4867496984100992,-0.7722327416484331,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-0.1006573565360382,-0.011703727050893342,-0.1757251281595431,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,-0.46750691831685043,-1.2090352934304065,-0.7312038177119885,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.2827281667186554,-0.6502805624533005,-0.9888698717451119,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.712073292837392,-1.5116941060430058,-0.8812240928150852,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1,-0.3859847934766699,0.8513727770476726,-0.0747851518513869,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.5107585797653155,1.3402831666526405,1.0782820206914998,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.34522373105657966,0.608580542754049,-0.1119317690067486,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.8751175425177529,0.84139501399451,-0.572999816382859,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,-1.2827281667186554,-0.6585953649976026,-0.9889801645513926,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.9591302663863083,1.2754277068070834,1.5253869987924655,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,-1.2827281667186554,0.36412534795156487,-0.9754141493788585,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.2827281667186554,-1.510031145534145,-1.0002741479145432,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
0,-1.0381617921981139,0.48053258357179535,-0.7780562018200574,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0.918369203966218,0.7964950802552779,1.1111051598406556,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,-1.2419671042985652,-1.1292131890051058,-0.9828037673996698,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1.6113072651077522,0.700043370741373,1.6870321356775548,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
1,0.5107585797653155,-1.0194577954203168,-0.30448095021170835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0.592280704605496,-1.4867496984100992,-0.5473015925194408,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0.5515196421854057,1.0110169858982743,0.9429748059462572,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
0,-1.2419671042985652,-0.48398451156725697,-0.9679362971130226,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-1.2419671042985652,0.508802912222423,-0.9230250663954951,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-0.8343564800976626,-0.45238826189890863,-0.7388140213453613,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1.4482630154273912,0.8231024483970448,1.6944658708208786,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1.4890240778474815,1.0093540253894138,1.9345071344103357,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
1,0.9591302663863083,0.9960503413185302,1.3136027521721405,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1,-1.1604449794583847,0.5121288332401437,-0.8748712271733131,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.2852187657470302,0.3741031110047274,1.117060971379817,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,1.081413453646579,1.506579217538684,1.8358391899115634,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
0,1.2036966409068497,1.6861789524956108,2.149511930974059,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1.24445770332694,-1.3370832526126601,-0.31423083428692794,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,0.8368470791260375,-0.3742291179824681,0.2613652631311289,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
0,-1.1196839170382944,-1.510031145534145,-0.9708921443213471,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0.6738028294456765,0.7765395541489529,0.826174724094927,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,1.2036966409068497,1.2072463259438058,1.9197940740524815,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
0,0.918369203966218,-0.2677996454154004,0.3640919829010337,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1.570546202687662,1.1490427081336905,2.153570706245191,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0
0,1.6113072651077522,-1.4884126589189595,-0.42375159092372766,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
0,0.14390901798450328,-0.1380887257242863,-0.023035767144451835,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0
0,-0.3044626686364894,-1.460142330268332,-0.7904089961235031,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,1.6113072651077522,1.6628975053715644,2.660785263769174,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,0.14390901798450328,-1.516682987569587,-0.7089467294045301,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,-1.2827281667186554,-0.06824438435214823,-0.9811493753054583,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,1.6113072651077522,1.3519238902146633,2.319340794085181,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0
0,1.081413453646579,-1.4967274614632617,-0.48463321999071,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,-1.0381617921981139,0.8197765273793242,-0.7103143602024116,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2827281667186554,0.30758469065030997,-0.9761641404615679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0
0,-0.1006573565360382,1.4184423105690807,0.4216427692183368,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,1.2852187657470302,-1.5067052245164245,-0.46173643340682313,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,1.24445770332694,0.13131087671110397,0.804954388166508,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1.6113072651077522,0.6518175159844203,1.5939891242991016,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
0,-0.9974007297780236,0.33751797980979803,-0.7296156013015455,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.2036966409068497,0.6534804764932807,1.2822354780658907,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1.407501953007301,1.541501388224753,2.313517333913557,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-1.0789228546182041,-0.6685731280507652,-0.8893195847960933,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.5297851402675717,0.5237695568021665,1.4000281951737479,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0
1,-0.5082679807369407,0.5270954778198876,-0.2967163366495424,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,-1.1196839170382944,0.35747350591612304,-0.8312835101311548,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.34522373105657966,-0.24119227727363332,-0.40544298508112064,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0
0,-0.8751175425177529,-0.6918545751748113,-0.7954604066511622,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.6113072651077522,1.5215458621184275,2.5038386004316453,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,1.3667408905872107,-0.22123675116730807,0.6723603764557721,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,0.5107585797653155,0.5370732408730502,0.5500677128516597,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
0,1.4890240778474815,-1.501716342989843,-0.3925828438687834,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1,-0.712073292837392,0.69006560768821,-0.41523698627885264,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,-0.1821794813762187,-0.1763368174280765,-0.2824885646393237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1.5297851402675717,1.6861789524956108,2.576808321066999,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
0,0.14390901798450328,0.3558105454072627,0.17355013077038384,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
1,-0.6713122304173017,0.7233248178654187,-0.44371458886054616,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,-0.5897901055771212,0.6767619236173268,-0.32331896152446293,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0.06238689314432279,1.0908390903235752,0.4062238349002859,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.38847539250504476,-0.656932404488742,-0.10487302940477954,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
0,0.6330417670255862,0.20281817859210285,0.5922436819734241,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
0,0.592280704605496,1.4866236914323585,1.2519490734611927,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,0.26619220524477405,0.8214394878881845,0.5239724348856306,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0,-0.8751175425177529,-1.4618052907771928,-0.9196059894007913,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,-1.0381617921981139,-1.4934015404455407,-0.9437821725375352,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-1.201206041878475,-1.3387462131215204,-0.9707597929538103,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.9974007297780236,0.06146653533896589,-0.7534167888969345,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0,-1.2827281667186554,-1.510031145534145,-1.0002741479145432,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-0.019135231695857704,0.9960503413185302,0.37269482179093333,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
0,1.1221745160666692,0.03319620668833821,0.7241979954077317,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0,-0.9158786049378431,-1.4934015404455407,-0.9260250307263319,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
0,1.570546202687662,-1.3370832526126601,-0.25438595759898475,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,-1.1604449794583847,-1.4800978563746574,-0.9751715052050409,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,-1.2827281667186554,0.14627752129084798,-0.9783038209034146,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.429236454925135,-0.45238826189890863,-0.05963092026840982,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,1.081413453646579,1.1523686291514113,1.621010861837889,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
0,-0.3859847934766699,-0.3526106313672825,-0.46994221819411214,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,1.6113072651077522,-1.5116941060430058,-0.34866424840778276,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.4267458558967602,-0.28609221101286514,-0.43877347113916787,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
0,-1.2827281667186554,-1.3204536475240558,-0.9977594719313415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1.4890240778474815,-1.360364699736706,-0.2530845024848718,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0.7145638918657667,-0.9795467432076665,-0.23729057262546616,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1,-1.2827281667186554,-1.318790687015195,-0.9977374133700855,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.2419671042985652,-0.660258325506463,-0.9663039635800674,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.712073292837392,0.34915870337182087,-0.5171475392822796,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
